,KRW-BTC,KRW-BTC,KRW-BTC,KRW-BTC,KRW-BTC,KRW-BTC,KRW-ETH,KRW-ETH,KRW-ETH,KRW-ETH,KRW-ETH,KRW-ETH,KRW-ADA,KRW-ADA,KRW-ADA,KRW-ADA,KRW-ADA,KRW-ADA,KRW-XRP,KRW-XRP,KRW-XRP,KRW-XRP,KRW-XRP,KRW-XRP,KRW-DOT,KRW-DOT,KRW-DOT,KRW-DOT,KRW-DOT,KRW-DOT,KRW-BCH,KRW-BCH,KRW-BCH,KRW-BCH,KRW-BCH,KRW-BCH,KRW-ETC,KRW-ETC,KRW-ETC,KRW-ETC,KRW-ETC,KRW-ETC,KRW-EOS,KRW-EOS,KRW-EOS,KRW-EOS,KRW-EOS,KRW-EOS,KRW-TRX,KRW-TRX,KRW-TRX,KRW-TRX,KRW-TRX,KRW-TRX
,open,high,low,close,volume,value,open,high,low,close,volume,value,open,high,low,close,volume,value,open,high,low,close,volume,value,open,high,low,close,volume,value,open,high,low,close,volume,value,open,high,low,close,volume,value,open,high,low,close,volume,value,open,high,low,close,volume,value
2021-07-05 09:00:00,40915000.0,40948000.0,38957000.0,39506000.0,8680.72316484,345601003050.7225,2693000.0,2709000.0,2535000.0,2574000.0,140630.87606849,369393132595.3255,1690.0,1695.0,1605.0,1645.0,45183255.56911928,74574202287.74881,806.0,811.0,753.0,766.0,416849260.2279556,324500387675.0221,19030.0,19200.0,17910.0,18300.0,898612.58521674,16675732567.892437,610600.0,616100.0,571600.0,591700.0,43834.67661563,26045611065.658714,65900.0,66480.0,62010.0,63000.0,5116128.67960674,328835281685.7037,4705.0,4730.0,4395.0,4465.0,11680259.92560398,53259500314.29037,78.2,78.6,74.3,75.5,177723613.58298796,13585623447.105043
2021-07-06 09:00:00,39509000.0,40650000.0,39340000.0,39814000.0,6292.90393266,250893123484.22366,2574000.0,2725000.0,2573000.0,2704000.0,138751.80095117,370673251054.51044,1645.0,1690.0,1635.0,1655.0,35758508.95158377,59453176891.12234,766.0,790.0,765.0,775.0,260876728.24845937,202504671909.4188,18310.0,19150.0,18200.0,19030.0,835981.48515653,15630447244.41009,591100.0,609600.0,588000.0,597200.0,33029.02024844,19743594746.651867,63010.0,66010.0,62870.0,63810.0,3701751.35808303,237707212351.57614,4465.0,4650.0,4440.0,4520.0,9039646.95476849,40930556752.31949,75.5,77.1,75.1,75.8,158712648.5953981,12074500927.23889
2021-07-07 09:00:00,39814000.0,40727000.0,39637000.0,39743000.0,5761.28681997,231746067905.13364,2701000.0,2797000.0,2676000.0,2717000.0,119134.36581263,327425034153.91486,1655.0,1675.0,1635.0,1645.0,24733429.30201363,41017699224.814354,775.0,784.0,763.0,765.0,217481479.11552286,168790445697.49316,18980.0,20840.0,18850.0,19800.0,3146965.39518895,62351975522.06487,596500.0,625000.0,590000.0,597800.0,40024.13612965,24343440060.443867,63810.0,64590.0,62000.0,62300.0,3294533.090349,209260433151.12512,4515.0,4620.0,4470.0,4490.0,8357747.00336514,38121316511.180374,75.7,76.8,75.0,75.5,152117275.44893268,11574359595.63068
2021-07-08 09:00:00,39743000.0,39953000.0,38200000.0,39082000.0,8178.52667179,318404853880.8934,2717000.0,2733000.0,2495000.0,2519000.0,171821.51936433,445708240269.03485,1645.0,1655.0,1570.0,1580.0,31943155.0048131,51589868388.526825,766.0,769.0,725.0,740.0,330007658.6828605,245262260859.20932,19800.0,19880.0,17850.0,18220.0,2149674.99638891,40137443148.374596,597200.0,600300.0,567200.0,582300.0,49094.82823326,28681395616.722466,62280.0,62450.0,57300.0,58810.0,4243327.24768685,253071551910.43472,4495.0,4510.0,4195.0,4280.0,10551486.62798899,45720079577.96356,75.6,75.8,71.5,72.6,188495543.95892212,13828017161.930927
2021-07-09 09:00:00,39069000.0,40070000.0,38123000.0,39820000.0,6163.10273495,240777153564.4225,2519000.0,2575000.0,2414000.0,2527000.0,159735.56991181,399734968934.0822,1585.0,1620.0,1520.0,1590.0,35733412.93517982,56122699308.51034,740.0,763.0,698.0,749.0,397002009.652069,290138252334.0264,18220.0,18750.0,17480.0,18480.0,1458584.17912288,26508694918.871277,582300.0,601000.0,555900.0,593800.0,34224.30537689,19847897238.493656,58810.0,60820.0,54930.0,59030.0,5298235.25620177,309687731618.54846,4280.0,5095.0,4070.0,4970.0,56890727.24569234,269001221382.8005,72.7,73.8,69.6,73.5,161262153.05069733,11609842807.812353
2021-07-10 09:00:00,39801000.0,40302000.0,39124000.0,39626000.0,4161.71919637,165740052954.24866,2527000.0,2578000.0,2466000.0,2493000.0,74735.66890306,187596564607.91656,1590.0,1605.0,1565.0,1575.0,14537266.06063425,23005316152.417904,750.0,764.0,728.0,738.0,178892293.2697188,132727706563.75569,18480.0,18820.0,17880.0,18070.0,792500.52905358,14451838657.151133,593100.0,602300.0,575300.0,587600.0,18546.8140879,10876815065.689135,59130.0,60600.0,57210.0,58010.0,1888528.83290353,110824275383.01472,4980.0,5235.0,4600.0,4680.0,33340210.33755437,162438016381.1229,73.5,74.4,71.9,72.6,114863129.20616995,8400743991.773568
2021-07-11 09:00:00,39633000.0,40580000.0,39250000.0,40194000.0,3892.50336161,155055694807.25595,2494000.0,2552000.0,2452000.0,2513000.0,58578.38599231,146589416465.74066,1575.0,1605.0,1555.0,1580.0,10799919.19436316,17071356797.149967,737.0,759.0,727.0,746.0,144286459.370957,106966037931.79066,18100.0,18480.0,17820.0,18170.0,676888.48999232,12296133630.322163,587500.0,591700.0,577400.0,585500.0,14304.29134895,8368378915.115071,58010.0,59250.0,56810.0,58330.0,1371602.02983808,79520022805.8809,4680.0,4935.0,4510.0,4790.0,22297948.64318174,105672384157.16667,72.7,73.5,71.4,72.7,76245310.51343367,5529365583.09172
2021-07-12 09:00:00,40194000.0,40570000.0,38850000.0,39193000.0,5361.07767221,213052051083.5768,2512000.0,2545000.0,2384000.0,2408000.0,89098.74431088,219998321347.601,1580.0,1610.0,1535.0,1550.0,18591734.12680767,29291489679.76741,746.0,769.0,735.0,742.0,287803795.26717776,216510949577.42697,18180.0,18360.0,17160.0,17580.0,1262512.06770641,22550982765.488003,585500.0,597900.0,560900.0,568500.0,33830.21940833,19655499349.894875,58340.0,59300.0,55510.0,56440.0,2161145.68957563,124453183667.16211,4790.0,5180.0,4735.0,4950.0,37798245.49510919,189064624183.52194,72.7,73.7,70.7,71.1,116506254.91573314,8426453329.445501
2021-07-13 09:00:00,39177000.0,39363000.0,38297000.0,38713000.0,4602.44957727,178535501090.68716,2408000.0,2420000.0,2282000.0,2301000.0,98894.34707796,232769853774.86353,1555.0,1560.0,1485.0,1505.0,20291051.39412675,30873419511.18295,743.0,756.0,725.0,733.0,233519629.39257956,172566708838.38943,17590.0,17870.0,16700.0,16840.0,1077476.96561801,18476190337.742737,568500.0,572400.0,547300.0,551700.0,24085.63922143,13470728449.562613,56440.0,57160.0,53700.0,53900.0,2220746.66576796,122640339519.33362,4950.0,4990.0,4510.0,4615.0,17029516.99502358,80370850068.15462,71.1,71.7,69.9,70.3,120873003.4976908,8547268855.326081
2021-07-14 09:00:00,38741000.0,38975000.0,37600000.0,38592000.0,6508.67678169,249612588010.58618,2301000.0,2386000.0,2218000.0,2346000.0,125289.08614828,288011496486.9021,1505.0,1525.0,1420.0,1490.0,29472030.93793229,43297083950.28484,733.0,739.0,699.0,730.0,362235239.6052793,260523838997.1651,16830.0,16840.0,15640.0,16250.0,1538732.10036528,24926031980.594883,551500.0,565000.0,527100.0,550500.0,32575.79205932,17732228070.38929,53980.0,56410.0,50650.0,53680.0,4827450.34292054,257857702121.15125,4620.0,4660.0,4275.0,4475.0,15770797.8637765,70293812539.8029,70.3,71.2,67.8,70.5,145385837.0598752,10089842667.62891
2021-07-15 09:00:00,38590000.0,39045000.0,37088000.0,37606000.0,7363.60708143,280398778393.4886,2346000.0,2405000.0,2235000.0,2267000.0,98336.6414688,226005120365.96622,1490.0,1520.0,1430.0,1450.0,18719585.24604004,27377856182.183147,729.0,738.0,700.0,706.0,254939063.1632397,182598268626.16693,16250.0,16590.0,15170.0,15450.0,1363922.45836637,21465754107.675358,550500.0,557700.0,528600.0,538100.0,24152.11560073,13005931314.178652,53680.0,55490.0,50380.0,51010.0,2846004.68994365,149164390410.70886,4465.0,4620.0,4240.0,4330.0,10631123.03828432,46868748205.79898,70.5,71.4,67.9,68.6,137312139.36602974,9521880268.69845
2021-07-16 09:00:00,37606000.0,38053000.0,36750000.0,37199000.0,5695.87391285,213113548297.35504,2268000.0,2312000.0,2192000.0,2224000.0,88794.9806681,199600338647.20944,1450.0,1465.0,1375.0,1385.0,23550090.62431775,33448600535.99705,706.0,732.0,694.0,698.0,311732998.2435578,220982639396.78314,15450.0,15690.0,14230.0,14280.0,1548381.54245854,23092523346.184616,538300.0,546400.0,515100.0,518800.0,25508.92263803,13494750867.191526,51010.0,51760.0,48000.0,48690.0,3147680.53938444,156888232196.0225,4330.0,4525.0,4160.0,4340.0,12964923.2785766,56249823937.01327,68.6,69.4,65.8,65.8,129249357.59056409,8734096558.925318
2021-07-17 09:00:00,37199000.0,37800000.0,36824000.0,37205000.0,3533.68515996,131612696296.66388,2224000.0,2262000.0,2196000.0,2240000.0,58787.33748822,130741613603.59885,1385.0,1415.0,1355.0,1385.0,17073009.00078817,23603715999.04068,698.0,706.0,676.0,689.0,256725918.53066418,176918694560.68314,14300.0,15040.0,13850.0,14510.0,1350859.32895678,19309548118.264523,520100.0,527100.0,510000.0,515100.0,17807.26664224,9201276240.600346,48740.0,51150.0,47500.0,49030.0,2299511.05906952,112152792658.01366,4345.0,4480.0,4250.0,4310.0,14084865.059744,61076949669.188255,65.8,66.9,64.7,66.2,98267205.5817126,6464601409.847737
2021-07-18 09:00:00,37205000.0,38172000.0,37000000.0,37663000.0,3688.50914112,138465617249.63922,2240000.0,2351000.0,2228000.0,2242000.0,79987.38321156,183419661606.13712,1385.0,1440.0,1380.0,1400.0,12846985.85036935,18094255283.602478,689.0,708.0,681.0,695.0,201088242.35743666,139708818369.1236,14510.0,15270.0,14460.0,14980.0,1079260.9751197,16100332896.12566,515100.0,533000.0,513000.0,518900.0,14196.98257967,7436471205.537422,49040.0,51200.0,48550.0,49650.0,1930171.6652077,96437068793.56058,4310.0,4445.0,4240.0,4310.0,6777404.81189539,29452431798.943813,66.2,67.7,65.5,66.3,78106872.07318684,5205781744.144856
2021-07-19 09:00:00,37663000.0,37704000.0,36500000.0,36799000.0,4208.48795672,155861957828.68225,2242000.0,2267000.0,2161000.0,2169000.0,74566.48370101,164247894592.98883,1400.0,1410.0,1330.0,1340.0,17923340.9912943,24412133521.07793,694.0,697.0,662.0,665.0,254858296.21118027,172327913300.125,14980.0,15110.0,13600.0,13690.0,1812326.56375921,25445522740.41797,519000.0,522400.0,494500.0,495800.0,21178.15529979,10693450400.728336,49650.0,52400.0,48500.0,49710.0,4781893.14661503,240254255362.18353,4315.0,4355.0,4075.0,4100.0,8642753.02221552,36253809471.72106,66.2,66.7,63.7,63.9,104514070.1655877,6810042026.19683
2021-07-20 09:00:00,36799000.0,36937000.0,34820000.0,35305000.0,6998.98495576,248406330735.08133,2169000.0,2192000.0,2040000.0,2119000.0,112335.85737505,235311660613.32364,1340.0,1355.0,1210.0,1255.0,40417435.86479382,51016396535.26684,665.0,677.0,613.0,627.0,432675773.6607404,273740644296.5553,13670.0,13800.0,12330.0,13000.0,1946864.26391829,25103835619.49113,495800.0,502700.0,455700.0,472700.0,33530.21804604,15868928942.468548,49760.0,50250.0,45500.0,46950.0,4942615.3238908,232286474462.3957,4110.0,4235.0,3750.0,3870.0,14543071.36709796,56925026101.756256,63.9,64.6,58.2,59.9,178577702.48828322,10764453646.778702
2021-07-21 09:00:00,35339000.0,38374000.0,35000000.0,38013000.0,6880.93687268,253633310553.2038,2119000.0,2377000.0,2081000.0,2362000.0,132659.80353778,297709321964.76416,1255.0,1430.0,1230.0,1390.0,34338308.67820375,46271385481.4466,627.0,685.0,615.0,676.0,425215676.32475495,277516908360.75745,13000.0,15070.0,12630.0,14580.0,2038011.21726551,28592994623.401314,472700.0,510000.0,463750.0,508800.0,24562.41650801,12099285952.612059,46960.0,51350.0,46210.0,50670.0,4661160.41432242,230151479922.1002,3870.0,4185.0,3800.0,4135.0,11772720.72217474,47486282236.02135,60.0,64.9,59.0,63.6,174465608.15066153,10949365972.222061
2021-07-22 09:00:00,38012000.0,38470000.0,37428000.0,37925000.0,4209.60291091,159613929614.47318,2361000.0,2402000.0,2305000.0,2372000.0,109426.78915513,257937374511.5761,1390.0,1425.0,1360.0,1395.0,29191979.62740932,40554488105.60694,677.0,707.0,663.0,694.0,462589599.3654956,316322317613.2824,14600.0,15680.0,14030.0,15420.0,2063855.10326731,30413236230.923077,508900.0,523000.0,500900.0,518200.0,18703.35766395,9579661502.904287,50670.0,52420.0,49540.0,50930.0,3192285.55868426,162229745144.55048,4140.0,4210.0,4060.0,4180.0,7810648.69299734,32344699803.308556,63.8,65.0,62.6,64.8,142690090.21755302,9114642146.793102
2021-07-23 09:00:00,37922000.0,39113000.0,37790000.0,39108000.0,4624.03229131,176644365075.1862,2374000.0,2477000.0,2356000.0,2471000.0,95399.55035509,230182268003.91473,1390.0,1415.0,1355.0,1405.0,27038281.50656645,37499209672.50407,695.0,713.0,679.0,708.0,341441563.65308994,238237790767.2208,15420.0,15810.0,14590.0,15570.0,1765372.98964509,26964245168.191296,518200.0,530000.0,509300.0,529300.0,21110.65873719,10968391234.104252,50930.0,54920.0,50520.0,53230.0,5038292.69173747,265452736315.53995,4185.0,4285.0,4080.0,4230.0,9012025.73170636,37626026250.173485,64.8,66.0,63.3,65.2,159769178.18950522,10368437745.382074
2021-07-24 09:00:00,39113000.0,40240000.0,38919000.0,40112000.0,4969.11794139,196353164978.12585,2472000.0,2565000.0,2448000.0,2558000.0,96526.33130129,241932601738.99347,1405.0,1460.0,1395.0,1440.0,23605628.98813439,33508338581.033165,708.0,725.0,702.0,714.0,243835512.99543574,173375182440.7672,15580.0,16390.0,15280.0,16110.0,1406276.0246424,22221100477.92559,529300.0,543500.0,526100.0,537800.0,23713.36229606,12682752458.344284,53270.0,59960.0,52160.0,57710.0,6416642.99195235,357789765323.23895,4230.0,4375.0,4200.0,4295.0,9207619.03472015,39436016488.04813,65.3,67.7,64.8,67.1,168329617.3083301,11121086440.824097
2021-07-25 09:00:00,40076000.0,41110000.0,39547000.0,41070000.0,4748.42546082,190643539619.3983,2556000.0,2572000.0,2464000.0,2540000.0,75494.10742894,190185947696.98102,1440.0,1450.0,1390.0,1430.0,16159380.78377291,22964151786.55417,713.0,716.0,691.0,704.0,181751779.85845882,127736005923.37376,16110.0,16200.0,15320.0,15930.0,1220945.41234498,19156591797.552498,537800.0,539200.0,515500.0,529300.0,28418.13699343,14922865983.921577,57720.0,58270.0,53730.0,56060.0,3851886.74345806,214443230423.5157,4295.0,4335.0,4150.0,4250.0,7591170.09188624,32166156523.21239,67.1,67.9,65.2,67.2,132241135.80297758,8815986533.795818
2021-07-26 09:00:00,41054000.0,46800000.0,40864000.0,43001000.0,18124.95452103,803409465489.3989,2539000.0,2803000.0,2518000.0,2576000.0,221109.90681034,591630022820.6019,1425.0,1625.0,1415.0,1445.0,90901626.1368253,139337988681.02252,705.0,784.0,701.0,721.0,627957633.3295472,471238176424.5466,15960.0,17660.0,15790.0,16100.0,3914324.44883919,66308552768.70886,529200.0,599000.0,525200.0,555200.0,99572.54396663,57372227056.23766,56110.0,64700.0,55550.0,55870.0,12993291.31164457,783024544652.0468,4255.0,4625.0,4215.0,4255.0,26766236.95375113,119440336459.19243,67.2,73.5,66.8,67.6,309591625.6236748,21933766036.630283
2021-07-27 09:00:00,43021000.0,45506000.0,42050000.0,45409000.0,10710.88094497,467385408621.45624,2575000.0,2670000.0,2488000.0,2646000.0,133411.76741901,344621023245.539,1445.0,1515.0,1400.0,1475.0,36472050.69425312,53089317708.750984,720.0,753.0,709.0,744.0,309185128.9636187,225866367330.38873,16090.0,16770.0,15430.0,16560.0,1992703.83135885,32154002354.35092,554500.0,583000.0,538800.0,578900.0,42860.96645917,23998049626.829895,55870.0,57970.0,53300.0,56990.0,6809331.20396185,380220116175.0114,4255.0,4370.0,4155.0,4330.0,13782386.83954688,58927592247.66877,67.6,70.1,65.7,69.3,204294061.4751936,13923065280.964695
2021-07-28 09:00:00,45447000.0,47494000.0,45000000.0,46350000.0,11869.72271998,547717509631.0625,2647000.0,2724000.0,2612000.0,2662000.0,107263.53099389,285401045880.2916,1475.0,1530.0,1455.0,1495.0,35876703.09234053,53557061478.60294,744.0,877.0,734.0,851.0,1592207299.5455294,1320443265498.8223,16560.0,17100.0,16160.0,16850.0,1878489.4187551,31349689670.214783,578800.0,602000.0,569100.0,592500.0,49271.23785515,28955589990.34353,56990.0,59400.0,55800.0,57030.0,5297408.05079534,303491916661.1913,4330.0,4660.0,4290.0,4540.0,24180277.04689678,108789120374.15164,69.6,71.9,68.9,70.3,251182119.7380122,17699943148.155838
